Resale Price (RM),Brand Make,Model,Year of Manufacturer,Mileage (KM),Condition,Petrol Type,Transmission Type
30716,Honda,Jazz,2018,95921,Good,Petrol,CVT
64627,Nissan,Almera,2023,31882,Excellent,Petrol,Automatic
176061,Lexus,ES,2021,89080,Very Good,Petrol,Automatic
53047,Honda,Civic,2020,117095,Fair,Petrol,Automatic
64195,Mazda,Mazda2,2022,82305,Very Good,Petrol,Automatic
60136,Toyota,Camry,2018,150325,Fair,Hybrid,Automatic
51311,Nissan,Almera,2022,69147,Good,Petrol,Automatic
294286,Lexus,ES,2024,26098,Excellent,Hybrid,Automatic
55731,Toyota,Hilux,2021,111772,Fair,Petrol,Manual
55359,Mazda,Mazda3,2019,145410,Good,Petrol,Automatic
140113,Mazda,Mazda6,2023,53476,Very Good,Petrol,Automatic
144556,Mazda,Mazda6,2023,49386,Very Good,Petrol,Automatic
45843,Toyota,Corolla,2019,112542,Fair,Petrol,CVT
43656,Nissan,Almera,2021,50280,Good,Petrol,CVT
105245,Mazda,Mazda3,2023,47624,Good,Petrol,Automatic
149488,Toyota,Camry,2023,46268,Very Good,Hybrid,Automatic
64076,Mazda,Mazda6,2018,144011,Good,Petrol,Automatic
338660,Lexus,NX,2024,22007,Excellent,Hybrid,Automatic
84877,Nissan,X-Trail,2021,100392,Good,Petrol,Automatic
127255,Mazda,CX-5,2023,51718,Very Good,Petrol,Automatic
29004,Honda,City,2019,149688,Fair,Petrol,Automatic
33963,Toyota,Corolla,2017,125664,Fair,Petrol,CVT
67237,Mazda,Mazda6,2019,77178,Fair,Petrol,Automatic
86350,Toyota,Hilux,2023,54018,Good,Petrol,Manual
102792,Toyota,Camry,2020,69860,Very Good,Petrol,Automatic
48846,Honda,Accord,2018,186844,Fair,Hybrid,Automatic
66334,Nissan,Almera,2023,34398,Excellent,Petrol,CVT
76357,Nissan,Almera,2024,15620,Excellent,Petrol,CVT
89865,Mazda,Mazda2,2024,24185,Excellent,Petrol,Automatic
52294,Honda,City,2021,69268,Good,Petrol,Automatic
117532,Lexus,RX,2017,192640,Good,Hybrid,Automatic
147489,Toyota,Camry,2023,52416,Good,Petrol,Automatic
66303,Nissan,Navara,2021,53464,Very Good,Diesel,Manual
206957,Lexus,ES,2022,44547,Very Good,Petrol,Automatic
122848,Mazda,Mazda3,2023,29718,Excellent,Petrol,Automatic
62245,Honda,CR-V,2018,92015,Good,Petrol,Automatic
70510,Toyota,Corolla,2021,84780,Good,Petrol,Automatic
76847,Mazda,Mazda6,2019,115194,Good,Petrol,Automatic
121075,Honda,Civic,2024,21878,Excellent,Petrol,Automatic
84727,Lexus,IS,2018,165802,Good,Petrol,Automatic
132865,Mazda,Mazda3,2024,20630,Excellent,Petrol,Automatic
34635,Nissan,Navara,2018,114527,Fair,Petrol,Manual
64171,Nissan,Navara,2021,74168,Very Good,Diesel,Automatic
93725,Toyota,Corolla,2022,37236,Very Good,Petrol,Automatic
83652,Nissan,Serena,2021,79840,Very Good,Petrol,Automatic
28915,Honda,Accord,2014,240295,Fair,Hybrid,Automatic
92862,Nissan,Navara,2023,38580,Excellent,Diesel,Automatic
92890,Honda,CR-V,2021,64116,Very Good,Petrol,Automatic
41569,Toyota,Yaris,2020,87320,Good,Petrol,Automatic
43708,Honda,City,2020,66055,Good,Petrol,Automatic
72993,Lexus,RX,2016,172242,Poor,Hybrid,Automatic
85276,Toyota,Camry,2019,120648,Good,Hybrid,Automatic
22231,Honda,City,2017,219800,Fair,Petrol,CVT
245348,Lexus,NX,2022,42330,Very Good,Hybrid,Automatic
244466,Lexus,IS,2024,18748,Excellent,Petrol,Automatic
34059,Toyota,Yaris,2019,161148,Good,Petrol,Automatic
125317,Mazda,CX-5,2023,47078,Very Good,Petrol,Automatic
118947,Nissan,X-Trail,2023,29710,Excellent,Petrol,Automatic
99635,Honda,Civic,2023,47998,Very Good,Petrol,Automatic
19174,Nissan,Almera,2017,195704,Fair,Petrol,Automatic
47665,Toyota,Vios,2020,69405,Good,Petrol,Automatic
91493,Mazda,Mazda2,2024,17846,Excellent,Petrol,Automatic
124254,Honda,Civic,2024,19447,Excellent,Petrol,CVT
203587,Lexus,ES,2022,59994,Very Good,Hybrid,Automatic
57365,Mazda,Mazda3,2019,136548,Good,Petrol,Automatic
120594,Honda,Civic,2024,27058,Excellent,Petrol,Automatic
124778,Toyota,Camry,2021,53684,Very Good,Petrol,Automatic
201059,Lexus,ES,2022,62325,Good,Hybrid,Automatic
147019,Honda,CR-V,2024,13579,Excellent,Petrol,Automatic
36646,Mazda,Mazda3,2017,167152,Fair,Petrol,Automatic
58208,Honda,City,2022,44889,Good,Petrol,Automatic
291606,Lexus,ES,2024,21315,Excellent,Petrol,Automatic
74216,Mazda,CX-5,2020,83675,Good,Petrol,Automatic
130199,Toyota,Camry,2022,81360,Very Good,Petrol,Automatic
257211,Lexus,ES,2023,34162,Excellent,Petrol,Automatic
58121,Honda,City,2022,73494,Very Good,Petrol,CVT
41522,Toyota,Vios,2019,89700,Good,Petrol,Automatic
63305,Toyota,Yaris,2022,40770,Very Good,Petrol,Automatic
161579,Lexus,ES,2021,95124,Good,Hybrid,Automatic
62413,Nissan,Navara,2021,67744,Good,Petrol,Manual
72143,Honda,Civic,2021,64688,Good,Petrol,CVT
65982,Nissan,Navara,2022,76398,Good,Petrol,Manual
110778,Honda,HR-V,2024,25286,Excellent,Petrol,Automatic
186849,Toyota,Camry,2024,16473,Excellent,Petrol,Automatic
85142,Honda,City,2024,18556,Excellent,Petrol,CVT
90456,Mazda,Mazda6,2020,71765,Good,Petrol,Automatic
32461,Nissan,Navara,2018,173985,Fair,Petrol,Manual
28851,Honda,Jazz,2017,100984,Good,Petrol,Automatic
38813,Mazda,Mazda2,2019,135558,Good,Petrol,Automatic
78591,Mazda,CX-5,2020,94335,Good,Petrol,Automatic
57272,Mazda,CX-5,2018,163205,Good,Petrol,Automatic
213892,Lexus,NX,2021,52944,Very Good,Hybrid,Automatic
24576,Nissan,Almera,2018,93401,Fair,Petrol,Automatic
26340,Nissan,Navara,2016,147798,Fair,Petrol,Manual
217558,Lexus,NX,2022,75093,Good,Petrol,Automatic
78810,Toyota,Corolla,2022,83796,Good,Petrol,Automatic
26016,Toyota,Vios,2017,117280,Fair,Petrol,Automatic
73520,Mazda,CX-5,2021,104532,Fair,Petrol,Automatic
92801,Toyota,Vios,2024,20239,Excellent,Petrol,CVT
32096,Honda,HR-V,2018,185731,Fair,Petrol,Automatic
125622,Toyota,Fortuner,2022,60138,Good,Diesel,Automatic
81524,Mazda,Mazda3,2021,84568,Good,Petrol,Automatic
113894,Nissan,Serena,2023,39564,Excellent,Petrol,Automatic
53462,Honda,BR-V,2021,93832,Very Good,Petrol,Automatic
52228,Nissan,Navara,2020,75460,Good,Petrol,Manual
61863,Honda,CR-V,2020,103690,Fair,Petrol,Automatic
53711,Mazda,Mazda6,2018,103621,Fair,Petrol,Automatic
328418,Lexus,NX,2024,13888,Excellent,Petrol,Automatic
150553,Lexus,IS,2021,60900,Very Good,Petrol,Automatic
88230,Nissan,X-Trail,2021,49092,Very Good,Petrol,Automatic
26870,Nissan,Almera,2018,185675,Good,Petrol,CVT
46762,Nissan,Almera,2021,51000,Very Good,Petrol,CVT
178009,Toyota,Fortuner,2024,17071,Excellent,Petrol,Automatic
119851,Nissan,X-Trail,2023,50764,Very Good,Petrol,Automatic
44943,Honda,BR-V,2020,90940,Good,Petrol,Automatic
37136,Toyota,Corolla,2018,182595,Fair,Petrol,Automatic
73502,Honda,City,2023,27092,Excellent,Petrol,CVT
113365,Mazda,CX-5,2022,49902,Very Good,Petrol,Automatic
15294,Honda,BR-V,2014,193336,Fair,Petrol,Automatic
93988,Honda,HR-V,2023,30852,Excellent,Petrol,Automatic
88173,Honda,Accord,2020,100325,Good,Petrol,Automatic
199894,Lexus,NX,2021,57972,Good,Hybrid,Automatic
32985,Honda,City,2018,136185,Good,Petrol,Automatic
202526,Lexus,IS,2023,27000,Excellent,Hybrid,Automatic
47999,Mazda,Mazda2,2020,67415,Good,Petrol,Automatic
71861,Toyota,Vios,2023,49452,Good,Petrol,CVT
76465,Toyota,Hilux,2022,53076,Good,Diesel,Manual
182025,Lexus,RX,2021,108548,Fair,Hybrid,Automatic
85387,Nissan,Navara,2023,41532,Very Good,Petrol,Manual
98217,Lexus,ES,2019,144960,Fair,Petrol,Automatic
245570,Lexus,IS,2024,24743,Excellent,Petrol,Automatic
31840,Toyota,Vios,2019,152538,Fair,Petrol,Automatic
87460,Mazda,Mazda2,2024,19477,Excellent,Petrol,Automatic
28283,Toyota,Vios,2018,159040,Fair,Petrol,Automatic
66668,Honda,Accord,2018,131194,Good,Hybrid,Automatic
47597,Toyota,Yaris,2021,96688,Very Good,Petrol,Automatic
113399,Lexus,NX,2017,109416,Good,Hybrid,Automatic
94308,Toyota,Fortuner,2020,94275,Good,Petrol,Automatic
35178,Toyota,Fortuner,2016,164385,Poor,Diesel,Automatic
44102,Honda,Civic,2019,163188,Fair,Petrol,Automatic
73513,Honda,Civic,2021,96076,Good,Petrol,CVT
109074,Nissan,Serena,2023,52436,Very Good,Petrol,Automatic
49519,Honda,BR-V,2021,86232,Good,Petrol,Automatic
59869,Toyota,Camry,2017,155640,Good,Petrol,Automatic
53665,Toyota,Yaris,2021,67896,Very Good,Petrol,Automatic
87510,Nissan,Serena,2022,83325,Good,Petrol,Automatic
114120,Lexus,ES,2020,114345,Fair,Hybrid,Automatic
48451,Honda,City,2021,71200,Good,Petrol,CVT
228632,Lexus,NX,2022,70086,Very Good,Hybrid,Automatic
110414,Nissan,X-Trail,2023,54604,Good,Petrol,Automatic
239897,Lexus,RX,2021,77120,Very Good,Hybrid,Automatic
49041,Nissan,Serena,2018,181923,Good,Petrol,Automatic
306641,Lexus,RX,2023,53120,Very Good,Petrol,Automatic
44172,Toyota,Corolla,2019,119772,Fair,Petrol,CVT
40735,Toyota,Yaris,2020,139890,Good,Petrol,Automatic
32646,Mazda,Mazda2,2018,163107,Good,Petrol,Automatic
119588,Mazda,Mazda3,2023,35408,Excellent,Petrol,Automatic
106294,Honda,CR-V,2022,57192,Very Good,Petrol,Automatic
35031,Toyota,Hilux,2018,183337,Fair,Diesel,Manual
216206,Lexus,RX,2021,104380,Good,Hybrid,Automatic
36491,Honda,BR-V,2019,134298,Good,Petrol,Automatic
173039,Toyota,Fortuner,2024,22166,Excellent,Diesel,Automatic
45255,Mazda,Mazda6,2017,207320,Fair,Petrol,Automatic
131861,Mazda,Mazda3,2024,21856,Excellent,Petrol,Automatic
99351,Honda,CR-V,2022,81021,Good,Petrol,Automatic
75884,Nissan,Serena,2021,58280,Good,Petrol,Automatic
32391,Honda,BR-V,2018,143619,Good,Petrol,Automatic
15914,Honda,City,2016,216171,Poor,Petrol,CVT
86332,Nissan,X-Trail,2021,55360,Very Good,Petrol,Automatic
73108,Nissan,X-Trail,2020,79530,Good,Petrol,Automatic
92449,Nissan,Serena,2022,77691,Very Good,Petrol,Automatic
59433,Mazda,Mazda2,2022,73017,Good,Petrol,Automatic
119580,Lexus,RX,2017,158176,Good,Hybrid,Automatic
126768,Mazda,CX-5,2023,52260,Very Good,Petrol,Automatic
77477,Lexus,NX,2016,205677,Fair,Hybrid,Automatic
72794,Honda,BR-V,2023,47262,Good,Petrol,Automatic
145389,Mazda,CX-5,2024,19448,Excellent,Petrol,Automatic
21572,Toyota,Hilux,2016,176067,Poor,Petrol,Manual
33853,Mazda,Mazda2,2019,91176,Fair,Petrol,Automatic
244557,Lexus,IS,2024,23118,Excellent,Hybrid,Automatic
60769,Honda,CR-V,2019,147792,Good,Petrol,Automatic
97175,Toyota,Hilux,2023,25298,Excellent,Petrol,Manual
148190,Lexus,IS,2021,49088,Good,Petrol,Automatic
59339,Mazda,Mazda6,2019,135312,Fair,Petrol,Automatic
59647,Mazda,Mazda2,2022,51714,Good,Petrol,Automatic
94820,Toyota,Camry,2021,109500,Fair,Hybrid,Automatic
78569,Mazda,Mazda6,2021,111732,Fair,Petrol,Automatic
370057,Lexus,RX,2024,18692,Excellent,Hybrid,Automatic
86872,Toyota,Yaris,2024,12538,Excellent,Petrol,Automatic
210908,Lexus,ES,2022,45786,Very Good,Hybrid,Automatic
27932,Toyota,Corolla,2015,124420,Fair,Petrol,Automatic
76434,Lexus,IS,2018,150143,Fair,Hybrid,Automatic
84641,Nissan,X-Trail,2021,82068,Very Good,Petrol,Automatic
91553,Honda,BR-V,2024,15228,Excellent,Petrol,Automatic
130826,Lexus,IS,2021,86040,Good,Hybrid,Automatic
16116,Nissan,Navara,2015,235020,Poor,Diesel,Manual
218445,Lexus,RX,2021,104204,Good,Petrol,Automatic
87859,Lexus,IS,2018,159089,Good,Petrol,Automatic
126137,Honda,Civic,2024,23985,Excellent,Petrol,Automatic
175837,Honda,Accord,2024,15972,Excellent,Petrol,Automatic
72407,Honda,City,2023,33316,Excellent,Petrol,CVT
32188,Mazda,Mazda2,2019,128904,Fair,Petrol,Automatic
154318,Lexus,RX,2020,111685,Fair,Hybrid,Automatic
125308,Toyota,Corolla,2024,26484,Excellent,Petrol,CVT
312736,Lexus,RX,2023,51312,Very Good,Petrol,Automatic
29485,Honda,Jazz,2019,77994,Fair,Petrol,Automatic
34056,Toyota,Camry,2016,193743,Poor,Hybrid,Automatic
22563,Honda,City,2017,208280,Fair,Petrol,Automatic
52915,Toyota,Yaris,2021,81428,Very Good,Petrol,Automatic
247584,Lexus,RX,2022,72612,Good,Hybrid,Automatic
50203,Nissan,Almera,2022,65223,Good,Petrol,Automatic
51422,Toyota,Vios,2021,68420,Good,Petrol,Automatic
122304,Lexus,IS,2020,107370,Good,Petrol,Automatic
46554,Honda,BR-V,2020,89685,Very Good,Petrol,Automatic
84673,Nissan,Serena,2022,81408,Good,Petrol,Automatic
48592,Mazda,CX-5,2018,95396,Fair,Petrol,Automatic
259973,Lexus,RX,2022,62820,Very Good,Petrol,Automatic
32876,Mazda,Mazda2,2019,123558,Fair,Petrol,Automatic
83315,Nissan,Navara,2023,54836,Good,Petrol,Automatic
38944,Toyota,Hilux,2018,165326,Good,Diesel,Automatic
112257,Honda,CR-V,2023,51660,Good,Petrol,Automatic
143554,Nissan,X-Trail,2024,20031,Excellent,Petrol,Automatic
67824,Nissan,Almera,2023,25942,Excellent,Petrol,CVT
50581,Nissan,Serena,2019,116658,Fair,Petrol,Automatic
318625,Lexus,NX,2024,17055,Excellent,Hybrid,Automatic
72123,Honda,Jazz,2023,33452,Excellent,Petrol,Automatic
143710,Lexus,ES,2020,121580,Good,Hybrid,Automatic
79418,Mazda,Mazda3,2021,52132,Good,Petrol,Automatic
80523,Mazda,CX-5,2020,76990,Very Good,Petrol,Automatic
31377,Nissan,Navara,2017,101456,Fair,Petrol,Automatic
62123,Mazda,CX-5,2020,130090,Fair,Petrol,Automatic
33873,Honda,Accord,2016,160155,Poor,Petrol,Automatic
368267,Lexus,RX,2024,26163,Excellent,Hybrid,Automatic
72008,Toyota,Camry,2019,96156,Fair,Hybrid,Automatic
89405,Honda,CR-V,2021,77864,Good,Petrol,Automatic
31294,Honda,CR-V,2016,238374,Fair,Petrol,Automatic
116619,Mazda,Mazda3,2023,44080,Very Good,Petrol,Automatic
63494,Mazda,Mazda3,2020,131400,Good,Petrol,Automatic
218353,Lexus,NX,2022,37818,Good,Petrol,Automatic
69718,Toyota,Yaris,2023,39962,Excellent,Petrol,Automatic
130472,Toyota,Camry,2022,70749,Very Good,Petrol,Automatic
22776,Nissan,Almera,2018,181545,Fair,Petrol,Automatic
67290,Mazda,Mazda3,2020,93785,Good,Petrol,Automatic
27757,Toyota,Hilux,2016,151497,Fair,Diesel,Manual
51565,Honda,HR-V,2020,128460,Good,Petrol,Automatic
72901,Toyota,Yaris,2023,38688,Excellent,Petrol,Automatic
68848,Honda,Civic,2021,83896,Good,Petrol,Automatic
44640,Nissan,Navara,2019,155412,Good,Diesel,Manual
79399,Nissan,X-Trail,2021,87672,Good,Petrol,Automatic
234002,Lexus,IS,2024,23161,Excellent,Hybrid,Automatic
64244,Honda,CR-V,2020,124310,Fair,Petrol,Automatic
53100,Lexus,IS,2015,139450,Fair,Petrol,Automatic
118478,Nissan,X-Trail,2023,32946,Excellent,Petrol,Automatic
316570,Lexus,RX,2023,50898,Very Good,Petrol,Automatic
56662,Toyota,Yaris,2022,73791,Good,Petrol,Automatic
93485,Lexus,NX,2017,123920,Fair,Petrol,Automatic
44058,Nissan,Navara,2019,109308,Good,Diesel,Automatic
316199,Lexus,NX,2024,18947,Excellent,Petrol,Automatic
166271,Mazda,Mazda6,2024,24109,Excellent,Petrol,Automatic
144490,Honda,CR-V,2024,19321,Excellent,Petrol,Automatic
363682,Lexus,RX,2024,18518,Excellent,Hybrid,Automatic
115309,Mazda,Mazda6,2022,72246,Good,Petrol,Automatic
291669,Lexus,NX,2023,34270,Excellent,Petrol,Automatic
21204,Toyota,Hilux,2014,185999,Fair,Diesel,Manual
160437,Lexus,RX,2019,153000,Good,Hybrid,Automatic
58598,Toyota,Camry,2018,154161,Fair,Hybrid,Automatic
34067,Nissan,Navara,2018,101031,Fair,Petrol,Automatic
366703,Lexus,RX,2024,14839,Excellent,Hybrid,Automatic
165585,Lexus,ES,2021,101472,Good,Hybrid,Automatic
80175,Mazda,Mazda3,2021,65980,Good,Petrol,Automatic
50860,Toyota,Vios,2021,76200,Good,Petrol,CVT
83509,Nissan,Navara,2023,55464,Very Good,Diesel,Automatic
192766,Toyota,Camry,2024,25765,Excellent,Hybrid,Automatic
55639,Toyota,Yaris,2022,37443,Good,Petrol,Automatic
57686,Honda,City,2022,66702,Good,Petrol,Automatic
98282,Nissan,X-Trail,2022,82584,Very Good,Petrol,Automatic
108858,Honda,Accord,2021,52940,Very Good,Petrol,Automatic
45789,Toyota,Fortuner,2017,179936,Fair,Diesel,Manual
158017,Mazda,CX-5,2024,14072,Excellent,Petrol,Automatic
42534,Toyota,Hilux,2019,89802,Fair,Diesel,Manual
60971,Honda,BR-V,2022,58185,Good,Petrol,Automatic
21187,Honda,BR-V,2016,141615,Fair,Petrol,Automatic
155230,Honda,CR-V,2024,25101,Excellent,Petrol,Automatic
52105,Nissan,Navara,2020,131975,Good,Diesel,Manual
114489,Mazda,CX-5,2022,39162,Very Good,Petrol,Automatic
26869,Mazda,Mazda6,2014,273416,Fair,Petrol,Automatic
106550,Mazda,CX-5,2022,58524,Very Good,Petrol,Automatic
106717,Toyota,Fortuner,2021,64096,Good,Diesel,Automatic
89474,Toyota,Vios,2024,24469,Excellent,Petrol,Automatic
76632,Honda,City,2023,31428,Excellent,Petrol,CVT
118230,Mazda,Mazda3,2023,24802,Excellent,Petrol,Automatic
39396,Nissan,Almera,2020,88640,Very Good,Petrol,Automatic
194453,Toyota,Camry,2024,24548,Excellent,Petrol,Automatic
232032,Lexus,IS,2024,25452,Excellent,Hybrid,Automatic
70218,Mazda,Mazda6,2020,109815,Fair,Petrol,Automatic
171450,Lexus,IS,2022,55059,Very Good,Hybrid,Automatic
31250,Toyota,Yaris,2018,172263,Good,Petrol,Automatic
261344,Lexus,RX,2022,67344,Good,Petrol,Automatic
21958,Toyota,Hilux,2015,197450,Fair,Petrol,Automatic
108334,Mazda,Mazda3,2023,51034,Good,Petrol,Automatic
42085,Mazda,Mazda3,2018,159614,Fair,Petrol,Automatic
50716,Nissan,X-Trail,2018,137998,Good,Petrol,Automatic
54066,Toyota,Corolla,2019,111138,Good,Petrol,CVT
82494,Mazda,Mazda3,2021,74216,Good,Petrol,Automatic
61774,Nissan,Serena,2020,129765,Good,Petrol,Automatic
181480,Toyota,Fortuner,2024,25655,Excellent,Petrol,Manual
86178,Honda,City,2024,21709,Excellent,Petrol,Automatic
33639,Toyota,Vios,2018,100023,Good,Petrol,CVT
72947,Honda,CR-V,2020,121040,Good,Petrol,Automatic
97931,Lexus,IS,2020,118910,Fair,Hybrid,Automatic
49252,Lexus,IS,2016,123633,Poor,Petrol,Automatic
145167,Mazda,Mazda6,2023,31532,Excellent,Petrol,Automatic
57655,Toyota,Vios,2021,58216,Very Good,Petrol,Automatic
60163,Mazda,Mazda2,2022,36807,Good,Petrol,Automatic
183280,Lexus,NX,2021,84600,Good,Petrol,Automatic
39569,Toyota,Fortuner,2016,241362,Fair,Petrol,Automatic
129832,Nissan,Serena,2024,25863,Excellent,Petrol,Automatic
175307,Toyota,Fortuner,2024,27134,Excellent,Petrol,Manual
65825,Toyota,Corolla,2020,75760,Good,Petrol,Automatic
191068,Lexus,RX,2020,102895,Good,Hybrid,Automatic
75783,Toyota,Fortuner,2019,155412,Good,Diesel,Manual
140745,Mazda,Mazda6,2023,52316,Very Good,Petrol,Automatic
21441,Toyota,Vios,2016,140823,Fair,Petrol,CVT
120250,Nissan,X-Trail,2023,55294,Very Good,Petrol,Automatic
83089,Honda,Jazz,2024,23622,Excellent,Petrol,Automatic
66805,Honda,Jazz,2023,31722,Excellent,Petrol,Automatic
66782,Nissan,Serena,2021,101776,Fair,Petrol,Automatic
35837,Nissan,Navara,2018,172984,Good,Diesel,Automatic
74088,Nissan,X-Trail,2020,76005,Good,Petrol,Automatic
30142,Honda,Jazz,2018,149632,Good,Petrol,CVT
22116,Toyota,Vios,2016,131535,Fair,Petrol,CVT
72593,Nissan,Almera,2024,17334,Excellent,Petrol,CVT
46183,Mazda,Mazda3,2018,180866,Good,Petrol,Automatic
40092,Nissan,Almera,2020,63530,Very Good,Petrol,Automatic
38019,Nissan,Navara,2019,118134,Fair,Diesel,Manual
47506,Honda,HR-V,2019,146202,Good,Petrol,Automatic
104500,Honda,Civic,2023,43152,Very Good,Petrol,Automatic
209781,Lexus,RX,2021,82084,Good,Petrol,Automatic
13042,Toyota,Yaris,2014,148203,Poor,Petrol,Automatic
34601,Nissan,Navara,2018,88648,Fair,Diesel,Automatic
87848,Mazda,Mazda6,2020,101485,Good,Petrol,Automatic
25785,Honda,Jazz,2018,152537,Fair,Petrol,CVT
28531,Honda,Jazz,2017,97968,Good,Petrol,CVT
54064,Toyota,Vios,2021,85284,Good,Petrol,CVT
151161,Toyota,Camry,2023,47938,Very Good,Petrol,Automatic
166670,Lexus,IS,2022,79722,Very Good,Hybrid,Automatic
103886,Lexus,NX,2017,162832,Good,Petrol,Automatic
76565,Toyota,Hilux,2022,76689,Good,Diesel,Manual
44949,Mazda,Mazda6,2017,174008,Fair,Petrol,Automatic
87760,Mazda,CX-5,2021,75600,Good,Petrol,Automatic
48257,Honda,Jazz,2021,50764,Good,Petrol,CVT
242332,Lexus,ES,2023,48838,Very Good,Hybrid,Automatic
347171,Lexus,NX,2024,16889,Excellent,Hybrid,Automatic
93097,Nissan,Serena,2022,79290,Very Good,Petrol,Automatic
187513,Lexus,IS,2023,55272,Good,Petrol,Automatic
180821,Toyota,Fortuner,2024,20317,Excellent,Diesel,Manual
193116,Lexus,RX,2020,80760,Good,Hybrid,Automatic
99354,Lexus,ES,2018,179823,Good,Petrol,Automatic
90127,Honda,BR-V,2024,27879,Excellent,Petrol,Automatic
240009,Lexus,IS,2024,13802,Excellent,Hybrid,Automatic
61508,Mazda,Mazda2,2022,64797,Good,Petrol,Automatic
49449,Toyota,Hilux,2019,146292,Good,Diesel,Automatic
68926,Nissan,X-Trail,2020,88000,Good,Petrol,Automatic
57537,Toyota,Hilux,2020,89545,Good,Diesel,Manual
31517,Honda,Accord,2016,171540,Poor,Hybrid,Automatic
25187,Toyota,Camry,2014,262185,Poor,Petrol,Automatic
264394,Lexus,NX,2023,53844,Very Good,Hybrid,Automatic
244664,Lexus,NX,2023,54424,Good,Hybrid,Automatic
136500,Nissan,X-Trail,2024,23150,Excellent,Petrol,Automatic
46639,Honda,BR-V,2020,99360,Very Good,Petrol,Automatic
88693,Honda,CR-V,2021,108792,Good,Petrol,Automatic
72927,Nissan,Serena,2020,81585,Very Good,Petrol,Automatic
147478,Nissan,X-Trail,2024,21675,Excellent,Petrol,Automatic
116523,Mazda,Mazda6,2022,81735,Good,Petrol,Automatic
291496,Lexus,ES,2024,18929,Excellent,Hybrid,Automatic
92832,Mazda,Mazda2,2024,20551,Excellent,Petrol,Automatic
140640,Lexus,IS,2021,96620,Very Good,Petrol,Automatic
70162,Mazda,CX-5,2019,99120,Good,Petrol,Automatic
85132,Honda,HR-V,2023,51278,Good,Petrol,Automatic
93014,Mazda,CX-5,2021,85624,Very Good,Petrol,Automatic
75080,Honda,BR-V,2023,27848,Excellent,Petrol,Automatic
60913,Nissan,Serena,2019,93612,Good,Petrol,Automatic
61506,Mazda,Mazda6,2018,120757,Good,Petrol,Automatic
105329,Nissan,X-Trail,2023,55538,Good,Petrol,Automatic
90385,Mazda,CX-5,2021,62144,Good,Petrol,Automatic
20447,Nissan,Navara,2016,134946,Poor,Petrol,Manual
383289,Lexus,RX,2024,16191,Excellent,Petrol,Automatic
149276,Lexus,RX,2020,135180,Fair,Hybrid,Automatic
128296,Lexus,IS,2020,90645,Very Good,Hybrid,Automatic
118967,Mazda,Mazda6,2022,72438,Very Good,Petrol,Automatic
86001,Honda,City,2024,26778,Excellent,Petrol,Automatic
56401,Nissan,Serena,2020,115750,Fair,Petrol,Automatic
75692,Mazda,Mazda2,2023,29042,Excellent,Petrol,Automatic
92971,Mazda,Mazda3,2022,59658,Very Good,Petrol,Automatic
71655,Toyota,Corolla,2021,73892,Good,Petrol,Automatic
97009,Lexus,ES,2019,164478,Fair,Petrol,Automatic
196584,Lexus,NX,2021,68236,Very Good,Petrol,Automatic
32293,Mazda,Mazda2,2019,106326,Fair,Petrol,Automatic
58447,Mazda,Mazda6,2018,195321,Good,Petrol,Automatic
110380,Nissan,Serena,2023,43808,Very Good,Petrol,Automatic
100525,Lexus,NX,2018,186053,Fair,Hybrid,Automatic
101252,Lexus,IS,2019,87054,Good,Petrol,Automatic
96535,Mazda,CX-5,2021,74072,Very Good,Petrol,Automatic
11966,Nissan,Almera,2015,195260,Poor,Petrol,CVT
73991,Nissan,Almera,2024,12513,Excellent,Petrol,CVT
56439,Toyota,Hilux,2020,126425,Good,Diesel,Automatic
40565,Toyota,Corolla,2017,118808,Good,Petrol,CVT
19563,Nissan,Almera,2017,207352,Fair,Petrol,CVT
63436,Nissan,Serena,2020,112540,Good,Petrol,Automatic
52872,Toyota,Hilux,2020,132730,Good,Diesel,Manual
77946,Nissan,Almera,2024,26148,Excellent,Petrol,CVT
35268,Honda,Accord,2016,249696,Fair,Petrol,Automatic
24334,Toyota,Corolla,2016,150651,Poor,Petrol,Automatic
84940,Toyota,Yaris,2024,20308,Excellent,Petrol,Automatic
328605,Lexus,NX,2024,23125,Excellent,Hybrid,Automatic
76260,Mazda,Mazda3,2020,65655,Very Good,Petrol,Automatic
64551,Toyota,Hilux,2021,63864,Good,Petrol,Manual
133604,Nissan,Serena,2024,19688,Excellent,Petrol,Automatic
42271,Toyota,Vios,2021,100952,Fair,Petrol,Automatic
66407,Honda,Civic,2020,78510,Very Good,Petrol,Automatic
79671,Toyota,Camry,2020,118945,Fair,Hybrid,Automatic
54265,Nissan,Almera,2022,40380,Good,Petrol,CVT
24896,Nissan,Almera,2018,102158,Fair,Petrol,CVT
98598,Honda,CR-V,2021,49492,Very Good,Petrol,Automatic
103535,Mazda,CX-5,2022,79893,Good,Petrol,Automatic
163464,Toyota,Camry,2023,25678,Excellent,Hybrid,Automatic
75840,Toyota,Vios,2023,33450,Excellent,Petrol,Automatic
29835,Honda,City,2018,168490,Good,Petrol,CVT
68009,Nissan,Almera,2023,33382,Excellent,Petrol,CVT
132561,Mazda,Mazda3,2024,27173,Excellent,Petrol,Automatic
139856,Nissan,Serena,2024,15055,Excellent,Petrol,Automatic
311477,Lexus,RX,2023,54336,Very Good,Petrol,Automatic
